Valve_No,Manuf_Name,Figure_No,Last_Updt_Id,Last_Updt_Date
V06496,VELAN                                             ,F-2074C-02TS                                      ,THOM1J  ,2005-2-7
V06496,WALWORTH                                          ,5295RF05A                                         ,THOM1J  ,2005-2-7
V06500,KITZ                                              ,600SCOS-Q                                         ,PCSSME  ,1999-2-18
V06500,NEWCO                                             ,36F-CB2                                           ,,
V06500,PACIFIC                                           ,680-U                                             ,,
V06500,WALWORTH                                          ,5350F                                             ,,
V06501,KITZ                                              ,600SC0SMM-N                                       ,PCSSME  ,1999-2-18
V06501,NEWCO                                             ,36F-CB4-N1                                        ,,
V06501,PACIFIC                                           ,680-12                                            ,,
V06501,WALWORTH                                          ,5350F                                             ,,
V06502,COOPER                                            ,,PCSSME  ,1999-7-14
V06502,KITZ                                              ,600UOAM                                           ,PCSSME  ,1999-7-14
V06502,LADISH VALVES                                     ,,PCSSME  ,1999-7-14
V06502,VELAN                                             ,,PCSSME  ,1999-7-14
V06510,KITZ                                              ,W600SCOSY                                         ,PCSSME  ,1999-2-18
V06510,NEWCO                                             ,36W-CB3                                           ,,
V06510,PACIFIC                                           ,680-7-WE                                          ,,
V06510,WALWORTH                                          ,5350WE                                            ,,
V06512,KITZ*                                             ,600SC0S6C                                         ,PCSSME  ,1999-2-18
V06512,PACIFIC                                           ,680-U-WC6                                         ,,
V06512,VELAN*                                            ,F-2114C-05TY                                      ,PCSSME  ,1999-2-18
V06512,WALWORTH*                                         ,5350F                                             ,PCSSME  ,1999-2-18
V06516,KITZ                                              ,R600SCO6CY-Q                                      ,,
V06516,PACIFIC                                           ,680-7-WC6-RJ                                      ,,
V06516,POWELL                                            ,6061                                              ,,
V06516,WALWORTH                                          ,5350F                                             ,,
V06518,BONNEY FORGE                                      ,L6-48                                             ,,
V06518,LADISH                                            ,5652-CF8M                                         ,,
V06519,COOPER                                            ,360RTJ                                            ,,
V06519,KITZ                                              ,5652-CF8M                                         ,,
V06519,PACIFIC                                           ,S680-12H-RJ                                       ,,
V06520,KITZ*                                             ,600SCOS                                           ,PCSSME  ,1999-2-18
V06520,NEWCO*                                            ,36F-CB2                                           ,PCSSME  ,1998-11-25
V06520,PACIFIC                                           ,680-U                                             ,PCSSME  ,1998-11-25
V06520,VELAN*                                            ,F-2114C-02TY                                      ,PCSSME  ,1998-11-25
V06520,WALWORTH*                                         ,5350F                                             ,PCSSME  ,1998-11-25
V06521,KITZ                                              ,R600SCOS12C                                       ,PCSSME  ,1999-2-19
V06521,PACIFIC                                           ,680-U-C12-RJ                                      ,,
V06521,VELAN                                             ,R-02114C-09TY                                     ,PCSSME  ,1999-2-19
V06521,WALWORTH                                          ,5350F-UT                                          ,PCSSME  ,1999-2-19
V06522,KITZ                                              ,600SCO12CS                                        ,,
V06522,PACIFIC                                           ,680-U-C12                                         ,,
V06522,WALWORTH                                          ,5350F                                             ,,
V06523,BONNEY FORGE                                      ,HL-40-SW (1)                                      ,PCSSME  ,1998-12-30
V06523,LADISH                                            ,5651-CF3M                                         ,,
V06523,VOGT                                              ,SW718 (1)                                         ,PCSSME  ,1998-12-30
V06524,COOPER                                            ,360RF                                             ,,
V06524,KITZ                                              ,600UOAM                                           ,,
V06524,LADISH                                            ,5672-CF8M                                         ,,
V06524,PACIFIC                                           ,S680-12H                                          ,,
V06526,KITZ                                              ,600SCOSY                                          ,PCSSME  ,1999-2-18
V06526,NEWCO                                             ,36J-CB3                                           ,,
V06526,PACIFIC                                           ,680-7-RJ                                          ,,
V06526,WALWORTH                                          ,5350F                                             ,,
V06527,KITZ                                              ,600SCP12CS-Q                                      ,,
V06527,PACIFIC                                           ,680-U-C12                                         ,,
V06527,WALWORTH                                          ,5350F                                             ,,
V06528,COOPER                                            ,360RTJ                                            ,,
V06528,KITZ                                              ,R600UOACB                                         ,,
V06528,LADISH                                            ,5272-CF8C                                         ,,
V06528,PACIFIC                                           ,J680-17H-RTJ                                      ,,
V06529,BONNEY FORGE                                      ,HL-40-SW (1)                                      ,PCSSME  ,1998-12-30
V06529,LADISH                                            ,5651-CF8C                                         ,,
V06531,BONNEY FORGE                                      ,HL-40-SW                                          ,PCSSME  ,1998-12-30
V06531,VELAN                                             ,W-2034B-36-AA                                     ,PCS41CR ,1997-8-18
V06532,KITZ                                              ,600SCOB                                           ,PCSSME  ,1998-12-30
V06532,NEWCO                                             ,36F-CB2                                           ,PCSSME  ,1998-12-30
V06532,PACIFIC                                           ,680-7                                             ,PCSSME  ,1998-11-25
V06532,VELAN                                             ,F-2114C-02TS                                      ,PCSSME  ,1998-12-30
V06532,WALWORTH                                          ,5350F                                             ,PCSSME  ,1998-12-30
V06542,KITZ*                                             ,W600SCOS6C                                        ,PCSSME  ,1999-2-18
V06542,PACIFIC                                           ,680-7-WC6-WE(XS)                                  ,,
V06542,VELAN*                                            ,B-2114C-05TY                                      ,PCSSME  ,1999-2-18
V06542,WALWORTH*                                         ,3550WE-UT                                         ,PCSSME  ,1999-2-18
V06543,KITZ*                                             ,W600SCOS6C                                        ,PCSSME  ,1999-2-18
V06543,PACIFIC                                           ,680-7-WC6-WE(SCH100)                              ,,
V06543,VELAN*                                            ,B-2114C-05TY                                      ,PCSSME  ,1999-2-18
V06543,WALWORTH*                                         ,5350WE-UT                                         ,PCSSME  ,1999-2-18
V06545,KITZ                                              ,R600SCOS5C                                        ,PCSSME  ,1999-2-19
V06545,PACIFIC                                           ,680-U-C5-RJ                                       ,,
V06545,VELAN                                             ,R-2114C-04TY                                      ,PCSSME  ,1999-2-19
V06545,WALWORTH                                          ,5350F-UT                                          ,PCSSME  ,1999-2-19
V06546,KITZ                                              ,R600SCO6CY                                        ,,
V06546,PACIFIC                                           ,680-7-WC6-RJ                                      ,,
V06546,WALWORTH                                          ,5350F                                             ,,
V06547,KITZ                                              ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06547,PACIFIC                                           ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06547,VELAN                                             ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06547,WALWORTH                                          ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06560,BONNEY FORGE                                      ,WL-49A-SW                                         ,,
V06560,VELAN                                             ,W-2034W-05TY                                      ,PCSSME  ,1998-12-30
V06560,VOGT                                              ,SW2611                                            ,PCSSME  ,1998-12-30
V06571,KITZ                                              ,,PCSSME  ,1999-7-12
V06571,NEWCO                                             ,,PCSSME  ,1999-7-12
V06571,PACIFIC                                           ,,PCSSME  ,1999-7-12
V06571,VELAN                                             ,,PCSSME  ,1999-7-12
V06571,WALWORTH                                          ,,PCSSME  ,1999-7-12
V06576,CHECK-ALL                                         ,FIV                                               ,PCSSME  ,1999-7-9
V06585,KITZ                                              ,R600SCO6CY-Q                                      ,COBBS2  ,2002-9-11
V06585,PACIFIC                                           ,680-7-WC6-RJ                                      ,COBBS2  ,2002-9-11
V06585,POWELL                                            ,6061                                              ,COBBS2  ,2002-9-11
V06585,WALWORTH                                          ,5350F                                             ,COBBS2  ,2002-9-11
V06590,KITZ                                              ,W600SCOSY                                         ,THOM1J  ,2005-2-7
V06590,NEWCO                                             ,36W-CB3                                           ,THOM1J  ,2005-2-7
V06590,PACIFIC                                           ,680-WCB-(API TRIM #5)-WE                          ,THOM1J  ,2005-2-7
V06590,WALWORTH                                          ,5350WE05A                                         ,THOM1J  ,2005-2-7
V06591,KITZ                                              ,600SCOSY                                          ,THOM1J  ,2005-2-7
V06591,NEWCO                                             ,36F-CB3                                           ,THOM1J  ,2005-2-7
V06591,PACIFIC                                           ,680-WCB-(API TRIM #5)                             ,THOM1J  ,2005-2-7
V06591,VELAN                                             ,F-2114C-02TS                                      ,THOM1J  ,2005-2-7
V06591,WALWORTH                                          ,5350RF05A                                         ,THOM1J  ,2005-2-7
V06700,NORDSTROM                                         ,2224-SW                                           ,,
V06700,WALWORTH                                          ,1748                                              ,,
V06710,NORDSTROM                                         ,"2245 (1"" TO 4"")                                   ",PCS41CR ,1997-7-31
V06710,NORDSTROM                                         ,"2249 (6"" TO 12"")                                  ",PCS41CR ,1997-7-31
V06710,NORDSTROM                                         ,"4749 (14"" TO 24"")                                 ",PCS41CR ,1997-7-31
V06710,SERCK-AUDCO                                       ,HRW633CC                                          ,,
V06710,SERCK-AUDCO                                       ,HVG633CC                                          ,,
V06710,WALWORTH                                          ,"6512 (1"" TO 4"")                                   ",PCS41CR ,1997-7-30
V06710,WALWORTH                                          ,"6622 (6"" TO 24"")                                  ",PCS41CR ,1997-7-30
V06711,HVG                                               ,633CC                                             ,,
V06711,NORDSTROM                                         ,"2245 (1"" TO 4"")                                   ",PCS41CR ,1997-7-31
V06711,NORDSTROM                                         ,"2249 (6"" TO 12"")                                  ",PCS41CR ,1997-7-31
V06711,NORDSTROM                                         ,"4749 (14"" TO 24"")                                 ",PCS41CR ,1997-7-31
V06711,SERCK-AUDCO                                       ,HRW633CC                                          ,,
V06711,WALWORTH                                          ,"6512 (1"" TO 4"")                                   ",PCS41CR ,1997-7-30
V06711,WALWORTH                                          ,"6622 (6"" TO 24"")                                  ",PCS41CR ,1997-7-30
V06720,NORDSTROM                                         ,2224                                              ,,
V06720,WALWORTH                                          ,1748                                              ,,
V06780,GENERAL                                           ,VALVE C841                                        ,,
V06780,ORBIT                                             ,TRUSEAL                                           ,,
V06800,ORBIT                                             ,1433H                                             ,,
V06802,ORBIT                                             ,1433H                                             ,,
V06803,ORBIT                                             ,1437H                                             ,,
V06805,ORBIT                                             ,1463H                                             ,,
V06806,ORBIT                                             ,1440H8                                            ,,
V06807,ORBIT                                             ,1467H                                             ,,
V06808,ORBIT                                             ,1467H                                             ,,
V06809,ORBIT                                             ,2463H                                             ,PCSSME  ,1999-7-12
V06810,STOCKHAM                                          ,GA-06                                             ,,
V06815,STOCKHAM                                          ,GA-06                                             ,,
V06816,STOCKHAM                                          ,GA-06                                             ,,
V06817,STOCKHAM                                          ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06820,JAMESBURY*                                        ,4CB-2236XT-1-OVAL HANDLE                          ,MARTD6  ,2007-12-7
V06820,WORCESTER*                                        ,FZ4446RMSW-T3657                                  ,MARTD6  ,2007-12-7
V06821,JAMESBURY*                                        ,4MB-2236XT-1-OVAL HANDLE                          ,MARTD6  ,2007-12-10
V06821,WORCESTER*                                        ,FZ4446RMSW/SE-T3664                               ,MARTD6  ,2007-12-10
V06822,JAMESBURY                                         ,9FB-3600-TTSS/TT                                  ,PCSSME  ,1999-7-19
V06822,WORCESTER                                         ,48-6-6-R-SE                                       ,PCSSME  ,1999-7-19
V06823,JAMESBURY                                         ,4AB-3500XT-8-OVAL HANDLE                          ,NEUHKM  ,2007-12-12
V06823,SHARPE                                            ,FS8422RGTEOH                                      ,MARTD6  ,2007-12-12
V06824,JAMESBURY                                         ,4MB-3500XT-8-OVAL HANDLE                          ,NEUHKM  ,2007-12-12
V06824,SHARPE                                            ,FS8422RGSW/TEOH                                   ,MARTD6  ,2007-12-12
V06825,JAMESBURY                                         ,4CBN-2236XT-1-OVAL HANDLE                         ,NEUHKM  ,2007-4-30
V06825,WORCESTER                                         ,NACE FZ4446RMSW-T3657                             ,NEUHKM  ,2007-4-30
V06826,JAMESBURY                                         ,4MBN-2236XT-1-OVAL HANDLE                         ,NEUHKM  ,2007-4-30
V06826,WORCESTER                                         ,NACE FZ4446RMSW/SE-T3664                          ,NEUHKM  ,2007-4-30
V06830,NELES-JAMESBURY                                   ,C2FY-YYD03N-05                                    ,,
V06830,TK                                                ,HC0X0X06JGRZCCGM                                  ,,
V06831,NELES-JAMESBURY                                   ,C2FY-YYD03N-05                                    ,,
V06831,TK                                                ,HC0X0X06JGQZCCGM                                  ,,
V06832,NELES-JAMESBURY                                   ,C2FY-YYD03N                                       ,,
V06832,TK                                                ,HC0X0X06JGQZCCGM                                  ,,
V06833,NELES-JAMESBURY                                   ,C2FY-YYD03N-05                                    ,,
V06833,TK                                                ,HC0X0X06JGSZCCGM                                  ,,
V06836,KEYSTONE - YARWAY                                 ,6978 RH                                           ,PCS41CR ,1997-8-27
V06837,KEYSTONE - YARWAY                                 ,6978 RH-RTJ                                       ,PCS41CR ,1997-8-27
V06838,JAMESBURY                                         ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06838,TK VALVE                                          ,(TO BE DETERMINED)                                ,FLORJR  ,2002-11-19
V06848,JAMESBURY                                         ,4AB-7300XT-2-OVAL HANDLE                          ,NEUHKM  ,2007-10-30
V06848,WORCESTER                                         ,FZ44CCRMSE-T3664                                  ,LOOMT0  ,2007-10-30
V06849,JAMESBURY                                         ,4AB-3600XT-2-OVAL HANDLE                          ,NEUHKM  ,2007-4-30
V06849,WORCESTER                                         ,FZ4466RMSE-T3664                                  ,PCSSME  ,2007-4-30
V06850,JAMESBURY                                         ,4AB-2236XT-1-OVAL HANDLE                          ,NEUHKM  ,2007-4-30
V06850,WORCESTER                                         ,FZ4446RMSE-T3664                                  ,NEUHKM  ,2007-4-30
V06852,EDWARD                                            ,604                                               ,,
V06852,PACIFIC                                           ,660S-7                                            ,,
V06852,POWELL                                            ,6084                                              ,,
V06853,EDWARD                                            ,604                                               ,,
V06853,PACIFIC                                           ,669S-7-RJ                                         ,,
V06853,POWELL                                            ,6084                                              ,,
V06860,EDWARD                                            ,604Y                                              ,,
V06860,PACIFIC                                           ,660S-7-WE                                         ,,
V06860,POWELL                                            ,6084WE                                            ,,
V06861,EDWARD                                            ,604Y                                              ,,
V06861,PACIFIC                                           ,660S-7-WC6-WE(XS)                                 ,,
V06861,POWELL                                            ,6084WE                                            ,,
V06862,PACIFIC                                           ,660S-7-WC6-WE(SCH100)                             ,,
V06862,POWELL                                            ,6084WE                                            ,,
V06872,EDWARD                                            ,605                                               ,,
V06872,POWELL                                            ,6086                                              ,,
V06880,EDWARD                                            ,605Y                                              ,,
V06880,POWELL                                            ,6086WE                                            ,,
V06881,EDWARD                                            ,605Y                                              ,,
V06881,POWELL                                            ,6086WE                                            ,,
V06882,EDWARD                                            ,605Y                                              ,PCS41CR ,1997-7-24
V06882,POWELL                                            ,6086WE                                            ,PCS41CR ,1997-7-24
V06890,KEYSTONE - YARWAY                                 ,6977 RH                                           ,PCS41CR ,1997-8-27
V06900,JAMESBURY                                         ,,PCSSME  ,2007-4-30
V06900,WORCESTER                                         ,,PCSSME  ,2007-4-30
V06901,JAMESBURY                                         ,,PCSSME  ,2007-4-30
V06901,WORCESTER                                         ,,PCSSME  ,2007-4-30
V06902,ORBIT                                             ,2463H                                             ,PCSSME  ,1999-7-9
V06903,ORBIT                                             ,3463H                                             ,PCSSME  ,1999-7-9
V06907,JAMESBURY                                         ,,PCSSME  ,1999-7-7
V06907,WORCESTER                                         ,,PCSSME  ,1999-7-7
V06912,JAMESBURY                                         ,4CB-3600XT-2-OVAL HANDLE                          ,NEUHKM  ,2007-4-30
V06912,WORCESTER                                         ,FZ4466RMSW-T3657                                  ,NEUHKM  ,2007-4-30
V06913,ARGUS                                             ,FK-86/ISB                                         ,PCSSME  ,1999-7-23
V06913,KTM                                               ,,PCSSME  ,1999-7-12
V06914,JAMESBURY                                         ,4MB-3600XT-2-OVAL HANDLE                          ,NEUHKM  ,2007-11-1
V06914,WORCESTER                                         ,FZ4466RMSW/SE-T3664                               ,NEUHKM  ,2007-11-1
V06917,SHARPE                                            ,FS50664ROH                                        ,NEUHKM  ,2007-4-30
V06917,VELAN                                             ,F-21602-SSGZ-OVAL HANDLE                          ,NEUHKM  ,2007-4-30
V06920,ARGUS                                             ,,PCSSME  ,1999-7-23
V06920,KTM                                               ,,PCSSME  ,1999-7-23
V08000,BONNEY FORGE*                                     ,WL-11-SW                                          ,PCSSME  ,1998-9-3
V08000,VELAN*                                            ,W-2054W-02-TY                                     ,PCSSME  ,1998-9-3
V08000,VOGT*                                             ,SW-2801                                           ,PCSSME  ,1998-9-3
V08001,BONNEY FORGE*                                     ,HL-10-SW                                          ,PCSSME  ,1998-12-9
V08001,VELAN*                                            ,W-2054B-02-MY                                     ,PCSSME  ,1998-12-9
V08001,VOGT*                                             ,SW12111F8M                                        ,PCSSME  ,1998-12-9
V08002,BONNEY FORGE*                                     ,HL-10SW/T                                         ,PCSSME  ,1998-12-9
V08002,VELAN*                                            ,W/S2054B-02-MY                                    ,PCSSME  ,1998-12-9
V08002,VOGT*                                             ,TSW-12111 F8M                                     ,PCSSME  ,1998-12-9
V08003,BONNEY FORGE*                                     ,HL-10-SW/T                                        ,PCSSME  ,1998-12-9
V08003,VELAN*                                            ,W/S2054B-14-MY                                    ,PCSSME  ,1998-12-9
V08003,VOGT*                                             ,TSW-12401                                         ,PCSSME  ,1998-12-9
V08004,BONNEY FORGE*                                     ,HL-11-SW                                          ,PCSSME  ,1998-12-9
V08004,VELAN*                                            ,W2054B-02-TY                                      ,PCSSME  ,1998-12-9
V08004,VOGT*                                             ,SW12111                                           ,PCSSME  ,1998-12-9
V08005,BONNEY FORGE*                                     ,HL-11-SW/T                                        ,PCSSME  ,1998-12-9
V08005,VELAN*                                            ,W/S2054B-02-TY                                    ,PCSSME  ,1998-12-9
V08005,VOGT*                                             ,TSW12111                                          ,PCSSME  ,1998-12-9
V08006,BONNEY FORGE*                                     ,WL-11-T                                           ,PCSSME  ,1998-12-9
V08006,VELAN*                                            ,S-2054W-02-TY                                     ,PCSSME  ,1998-12-9
V08006,VOGT*                                             ,2801                                              ,PCSSME  ,1998-12-9
V08007,BONNEY FORGE*                                     ,HL-10-SW                                          ,PCSSME  ,1998-12-9
V08007,VELAN*                                            ,W-2054B-02-MY                                     ,PCSSME  ,1998-12-9
V08007,VOGT*                                             ,SW12111 F8M                                       ,PCSSME  ,1998-12-9
V08008,BONNEY FORGE*                                     ,HL-10-SW/T                                        ,PCSSME  ,1998-12-9
V08008,VELAN*                                            ,W/S2054B-02-MY                                    ,PCSSME  ,1998-12-9
V08008,VOGT*                                             ,TSW-12111 F8M                                     ,PCSSME  ,1998-12-9
V08009,BONNEY FORGE*                                     ,ML-10-SW/T                                        ,PCSSME  ,1998-11-23
V08009,VELAN*                                            ,W/S-2184B-14-MY                                   ,PCSSME  ,1998-11-23
V08009,VOGT*                                             ,ST 12401                                          ,PCSSME  ,1998-11-23
V08010,BONNEY FORGE*                                     ,WL-11-SW/T                                        ,PCSSME  ,1998-9-3
V08010,VELAN*                                            ,W/S2054W-02-TY                                    ,PCSSME  ,1998-9-3
V08010,VOGT*                                             ,TSW2801                                           ,PCSSME  ,1998-9-3
V08011,BONNEY FORGE*                                     ,MFL-11-SW/T                                       ,PCSSME  ,1998-11-19
V08011,VELAN*                                            ,W/S-2184W-02-TY                                   ,PCSSME  ,1998-11-19
V08011,VOGT*                                             ,ST 2801                                           ,PCSSME  ,1998-11-19
V08012,BONNEY FORGE*                                     ,ML-10-SW/T                                        ,PCSSME  ,1998-11-19
V08012,VELAN*                                            ,W/S-2184B-02-MY                                   ,PCSSME  ,1998-11-19
V08012,VOGT*                                             ,ST 12111MB8                                       ,PCSSME  ,1998-11-19
V08013,BONNEY FORGE*                                     ,ML-11-SW/T                                        ,PCSSME  ,1998-11-19
V08013,VELAN*                                            ,W/S-2184B-02-TY                                   ,PCSSME  ,1998-11-19
V08013,VOGT*                                             ,ST 12111                                          ,PCSSME  ,1998-11-19
V08014,BONNEY FORGE*                                     ,MFL-10-SW/T                                       ,PCSSME  ,1998-11-19
V08014,VELAN*                                            ,W/S-2184W-02-NB                                   ,PCSSME  ,1998-11-19
V08014,VOGT*                                             ,ST 2801MB8                                        ,PCSSME  ,1998-11-19
V08015,BONNEY FORGE*                                     ,ML-10-SW/T                                        ,PCSSME  ,1998-11-23
V08015,VELAN*                                            ,W/S2184B-02-MY                                    ,PCSSME  ,1998-11-23
V08015,VOGT*                                             ,ST 12111 F8M                                      ,PCSSME  ,1998-11-23
V08016,BONNEY FORGE*                                     ,MFL-11-SW                                         ,PCSSME  ,1998-11-23
V08016,VELAN*                                            ,W-2184W-02-TY                                     ,PCSSME  ,1998-11-19
V08016,VOGT*                                             ,SS 2801                                           ,PCSSME  ,1998-11-19
V08017,BONNEY FORGE*                                     ,ML-10-SW                                          ,PCSSME  ,1998-11-19
V08017,VELAN*                                            ,W-2184B-02-MY                                     ,PCSSME  ,1998-11-19
V08017,VOGT*                                             ,SS 12111MB8                                       ,PCSSME  ,1998-11-19
V08018,BONNEY FORGE*                                     ,ML-11-SW                                          ,PCSSME  ,1998-11-23
V08018,VELAN*                                            ,W-2184B-02-TY                                     ,PCSSME  ,1998-11-19
V08018,VOGT*                                             ,SS 12111                                          ,PCSSME  ,1998-11-19
V08019,BONNEY FORGE*                                     ,MFL-10-SW/T                                       ,PCSSME  ,1998-11-23
V08019,VELAN*                                            ,W/S-2184W-05-TS                                   ,PCSSME  ,1998-11-23
V08019,VOGT*                                             ,ST 2801-FHF                                       ,PCSSME  ,1998-11-23
V08020,BONNEY FORGE*                                     ,WL-10-SW                                          ,PCSSME  ,1998-12-9
V08020,VELAN*                                            ,W-2054W-05-TS                                     ,PCSSME  ,1998-12-9
V08020,VOGT*                                             ,SW2801-FHF                                        ,PCSSME  ,1998-12-9
V08021,BONNEY FORGE*                                     ,WL-10-SW/T                                        ,PCSSME  ,1998-12-9
V08021,VELAN*                                            ,3-2054W-05-TS                                     ,PCSSME  ,1998-12-9
V08021,VOGT*                                             ,5SW2801-FHF                                       ,PCSSME  ,1998-12-9
V08022,BONNEY FORGE*                                     ,WL-10-SW                                          ,PCSSME  ,1998-12-9
V08022,VELAN*                                            ,W-2054W-02-NB                                     ,PCSSME  ,1998-12-9
V08022,VOGT*                                             ,SW2801MB8                                         ,PCSSME  ,1998-12-9
V08023,BONNEY FORGE                                      ,WL-13-SW/T                                        ,FLORJR  ,2002-10-30
V08023,VELAN*                                            ,C-2054W-02-NB                                     ,PCSSME  ,2002-10-30
V08023,VOGT*                                             ,TSW2801MB8                                        ,PCSSME  ,2002-10-30
V08024,BONNEY FORGE*                                     ,MFL-10-SW                                         ,PCSSME  ,1998-11-19
V08024,VELAN*                                            ,W-2184W-02-NB                                     ,PCSSME  ,1998-11-19
V08024,VOGT*                                             ,SS 2801MB8                                        ,PCSSME  ,1998-11-19
V08025,BONNEY FORGE*                                     ,ML-10-SW                                          ,PCSSME  ,1998-11-23
V08025,VELAN*                                            ,W-2184B-02-MY                                     ,PCSSME  ,1998-11-23
V08025,VOGT*                                             ,SS 12111 F8M                                      ,PCSSME  ,1998-11-23
V08026,BONNEY FORGE*                                     ,MFL-10-SW                                         ,PCSSME  ,1998-11-23
V08026,VELAN*                                            ,W-2184W-05-TS                                     ,PCSSME  ,1998-11-23
V08026,VOGT*                                             ,SS 2801-FHF                                       ,PCSSME  ,1998-11-23
V08027,BONNEY FORGE*                                     ,ML-10-SW                                          ,PCSSME  ,1998-11-23
V08027,VELAN*                                            ,W-2184B-14-MY                                     ,PCSSME  ,1998-11-23
V08027,VOGT*                                             ,SS 12401                                          ,PCSSME  ,1998-11-23
V08028,BONNEY FORGE*                                     ,12111 F8M                                         ,PCSSME  ,1999-5-10
V08028,BONNEY FORGE*                                     ,HL-10-T                                           ,PCSSME  ,1999-5-10
V08028,BONNEY FORGE*                                     ,S2054B-02-MY                                      ,PCSSME  ,1999-5-10
V08029,BONNEY FORGE*                                     ,HL-11-T                                           ,PCSSME  ,1999-5-10
V08029,VELAN*                                            ,S2054B-02-TY                                      ,PCSSME  ,1999-5-10
V08029,VOGT*                                             ,12111                                             ,PCSSME  ,1999-5-10
V08030,BONNEY FORGE*                                     ,WL-10-T                                           ,PCSSME  ,1999-5-10
V08030,VELAN*                                            ,S-2054W-02-NB                                     ,PCSSME  ,1999-5-10
V08030,VOGT*                                             ,2801MB8                                           ,PCSSME  ,1999-5-10
V08031,BONNEY FORGE*                                     ,HL-10T                                            ,PCSSME  ,1999-5-10
V08031,VELAN*                                            ,S2054B-02-MY                                      ,PCSSME  ,1999-5-10
V08031,VOGT*                                             ,12111 F8M                                         ,PCSSME  ,1999-5-10
V08035,BONNEY FORGE                                      ,,PCSSME  ,1999-7-19
V08035,VELAN                                             ,W-2054T                                           ,PCSSME  ,1999-7-19
V08036,BONNEY FORGE                                      ,,PCSSME  ,1999-7-19
V08036,VELAN                                             ,C-2054T                                           ,PCSSME  ,1999-7-19
V08040,BONNEY FORGE*                                     ,HL-10-T                                           ,PCSSME  ,1998-12-9
V08040,VELAN*                                            ,S-2054B-13-MY                                     ,PCSSME  ,1998-12-9
V08040,VOGT*                                             ,12401                                             ,PCSSME  ,1998-12-9
V08050,BONNEY FORGE*                                     ,HL-16-SW                                          ,PCSSME  ,1998-12-9
V08050,VELAN*                                            ,W-2054B-04-TY                                     ,PCSSME  ,1998-12-9
V08050,VOGT*                                             ,SW12421                                           ,PCSSME  ,1998-12-9
V08055,BONNEY FORGE                                      ,SL-10-SW                                          ,PCSSME  ,1998-12-30
V08055,VELAN                                             ,W-2054R-04TS                                      ,PCSSME  ,1998-12-30
V08056,BONNEY FORGE                                      ,SL-10-SW                                          ,PCSSME  ,1998-12-30
V08056,VELAN                                             ,W-2054R-04TS                                      ,PCSSME  ,1998-12-30
V08060,BONNEY FORGE*                                     ,HL-16-SW/T                                        ,PCSSME  ,1998-12-11
V08060,VELAN*                                            ,C-2054B-04-TY                                     ,PCSSME  ,1998-12-11
V08060,VOGT*                                             ,TSW 12421                                         ,PCSSME  ,1998-12-11
V08061,BONNEY FORGE*                                     ,ML-16-SW/T                                        ,PCSSME  ,1998-11-23
V08061,VELAN*                                            ,W/S-2184B-04-TY                                   ,PCSSME  ,1998-11-23
V08061,VOGT*                                             ,ST12421                                           ,PCSSME  ,1998-11-23
V08062,BONNEY FORGE*                                     ,ML-16-SW                                          ,PCSSME  ,1998-11-23
V08062,VELAN*                                            ,W-2184B-04-TY                                     ,PCSSME  ,1998-11-23
V08062,VOGT*                                             ,SS 12421                                          ,PCSSME  ,1998-11-23
V08065,BONNEY FORGE                                      ,SL-10-SW/T                                        ,PCSSME  ,1998-12-30
V08065,VELAN                                             ,C-2054R-04TS                                      ,PCSSME  ,1998-12-30
V08066,BONNEY FORGE                                      ,SL-10-SW/T                                        ,PCSSME  ,1998-12-30
V08066,VELAN                                             ,C-2054R-04TS                                      ,PCSSME  ,1998-12-30
V08070,BONNEY FORGE*                                     ,HL-10-SW                                          ,PCSSME  ,1998-12-11
V08070,VELAN*                                            ,W2054B-09-TY                                      ,PCSSME  ,1998-12-11
V08070,VOGT*                                             ,SW12921                                           ,PCSSME  ,1998-12-30
V08080,BONNEY FORGE*                                     ,HL-10-SW/T                                        ,PCSSME  ,1998-12-11
V08080,VELAN*                                            ,C-2054B-09-TY                                     ,PCSSME  ,1998-12-11
V08080,VOGT*                                             ,TSW12921                                          ,PCSSME  ,1998-12-30
V08081,BONNEY FORGE*                                     ,ML-10-SW/T                                        ,PCSSME  ,1998-11-23
V08081,VELAN*                                            ,W/S-2184B-09-TY                                   ,PCSSME  ,1998-11-23
V08081,VOGT*                                             ,ST 12921                                          ,PCSSME  ,1998-11-23
V08082,BONNEY FORGE*                                     ,ML-10-SW                                          ,PCSSME  ,1998-11-23
V08082,VELAN*                                            ,W-2184B-09-TY                                     ,PCSSME  ,1998-11-23
V08082,VOGT*                                             ,SS 12921                                          ,PCSSME  ,1998-11-23
V08090,BONNEY FORGE*                                     ,HL-19-SW                                          ,PCSSME  ,1998-12-11
V08090,VELAN*                                            ,W-2054B-05-TY                                     ,PCSSME  ,1998-12-11
V08090,VOGT*                                             ,SW12321                                           ,PCSSME  ,1998-12-11
V08100,BONNEY FORGE*                                     ,HL-19-SW/T                                        ,PCSSME  ,1998-12-11
